seller_id,seller_state,product_category_name_english,total_revenue,total_orders,avg_review_score,avg_freight
0725b8c0f3f906e58f70cbe76b7c748c,SP,auto,39.99,1,5.0,17.09
0725b8c0f3f906e58f70cbe76b7c748c,SP,housewares,1093.95,9,3.9,28.582666666666668
0725b8c0f3f906e58f70cbe76b7c748c,SP,signaling_and_security,194.76,2,3.0,14.75
0725b8c0f3f906e58f70cbe76b7c748c,SP,sports_leisure,36.72,1,1.0,11.13
0725b8c0f3f906e58f70cbe76b7c748c,SP,stationery,796.1,3,5.0,13.234
0743a0239d764b9a0f959a57d07e36ab,SP,food,287.96999999999997,3,4.666666666666667,16.94
0743a0239d764b9a0f959a57d07e36ab,SP,health_beauty,48.99,1,5.0,15.44
0747d5bb69f0586cc869d8af4c50f93e,RJ,perfumery,322.8,12,3.8461538461538463,13.956923076923077
0761743cbffb25d7148189e9f1a5f03a,SP,health_beauty,202.2,2,4.166666666666667,11.85
0761743cbffb25d7148189e9f1a5f03a,SP,sports_leisure,39.0,1,5.0,15.1
077c5fae4bea9500e3737b16f71b9d3a,SP,housewares,106.80000000000001,4,4.666666666666667,11.74
0791d9fc1e30678ecf03d3e55fa108d3,MG,housewares,842.0,5,2.727272727272727,16.99909090909091
079d295dcbf06ee8bb1b65ba964eb2b6,SP,construction_tools_construction,349.3,5,4.8,19.079
07a9bc7f61396b658ddf3ac534efe44c,SP,toys,119.9,1,3.5,15.59
07bf9669d84d1f11be443a9dd938f698,SP,garden_tools,144.0,2,5.0,23.825
07bf9669d84d1f11be443a9dd938f698,SP,kitchen_dining_laundry_garden_furniture,1632.0,16,3.090909090909091,27.207727272727276
07d75e33f2750d97d467fb57e4dfdd8a,SP,computers_accessories,699.9,1,4.0,20.87
07d75e33f2750d97d467fb57e4dfdd8a,SP,small_appliances,22.5,1,1.0,16.32
07de60b03d150fb3ea09eab5da5e4c8b,SP,bed_bath_table,719.1,9,4.333333333333333,18.87777777777778
080102cd0a76b09e0dcf55fcacc60e05,MG,computers_accessories,5101.36,90,4.542553191489362,17.80063829787234
080102cd0a76b09e0dcf55fcacc60e05,MG,consoles_games,357.79999999999995,26,4.607142857142857,14.883928571428571
080102cd0a76b09e0dcf55fcacc60e05,MG,electronics,42.9,1,5.0,15.4
080102cd0a76b09e0dcf55fcacc60e05,MG,home_appliances,81.6,4,3.5,11.9275
080102cd0a76b09e0dcf55fcacc60e05,MG,toys,28.99,1,5.0,7.71
080199a181c46c657dc5aa235411be3b,SP,auto,14504.2,79,4.609756097560975,12.53831325301205
08061dc0fc165ed41288cc7acde738ee,SP,computers_accessories,123.8,4,4.5,14.605
08084d990eb3f53af056ccbc1730c8a7,SP,electronics,372.5,12,4.454545454545454,19.524166666666666
081acf3de680d554796c9cf041be7bc2,MG,construction_tools_lights,399.5,1,3.0,25.12
081acf3de680d554796c9cf041be7bc2,MG,furniture_decor,1197.8,3,4.285714285714286,25.768571428571427
082e0bf4cb865a6533b1e8e498cc0255,SP,garden_tools,1993.4,10,3.272727272727273,43.099545454545456
082e0bf4cb865a6533b1e8e498cc0255,SP,housewares,79.9,1,4.0,42.84
085f6f7e049c996695fb2074fe38d45e,SP,auto,18.8,1,5.0,12.79
085f6f7e049c996695fb2074fe38d45e,SP,housewares,53.099999999999994,2,4.0,16.143333333333334
085f6f7e049c996695fb2074fe38d45e,SP,market_place,68.8,1,5.0,19.45
085f6f7e049c996695fb2074fe38d45e,SP,sports_leisure,140.9,1,5.0,13.43
08633c14ef2db992c11f840f04fad4cd,SP,costruction_tools_garden,24.7,1,5.0,15.27
08633c14ef2db992c11f840f04fad4cd,SP,food,33.8,1,5.0,7.39
08633c14ef2db992c11f840f04fad4cd,SP,food_drink,317.2,6,3.625,17.33125
08633c14ef2db992c11f840f04fad4cd,SP,health_beauty,303.8,8,4.25,13.190833333333332
08633c14ef2db992c11f840f04fad4cd,SP,sports_leisure,6964.8,58,4.27027027027027,14.831486486486487
0873d9f8f36123f8d910f4760e788cfb,SP,computers,1390.0,1,1.0,15.09
0873d9f8f36123f8d910f4760e788cfb,SP,telephony,5875.59,5,3.6,29.194
0885aaf116795758dfeb5f1032487bcd,SP,baby,264.8,2,4.0,42.315
0885aaf116795758dfeb5f1032487bcd,SP,bed_bath_table,2308.3,25,4.2592592592592595,15.34851851851852
0887a9f087bcd5d9f6642b52f897fc6c,SP,auto,584.0,4,4.5,19.497500000000002
0887a9f087bcd5d9f6642b52f897fc6c,SP,computers_accessories,329.0,1,5.0,31.09
0887a9f087bcd5d9f6642b52f897fc6c,SP,telephony,729.0,7,4.285714285714286,15.895714285714286
08ad4ac1388e4420ca531c3edfc46198,SP,pet_shop,221.62,6,2.7142857142857144,12.721428571428572
08cdbae123ff67ca4e36d9d641ce0119,MG,furniture_living_room,3098.99,4,2.5,182.745
08d0949a9a17c027262db1f3c450c26c,PR,furniture_decor,324.8,12,3.7083333333333335,19.42
08d1c9478fb0d7d7fcac9c0da4e82fc7,MG,furniture_decor,538.0,1,5.0,67.57
08d2d642cf72b622b14dde1d2f5eb2f5,SP,computers_accessories,365.5,3,4.333333333333333,15.476666666666668
08d2d642cf72b622b14dde1d2f5eb2f5,SP,stationery,74.0,5,4.777777777777778,14.665555555555557
08d2d642cf72b622b14dde1d2f5eb2f5,SP,telephony,320.0,1,5.0,13.63
08d2d642cf72b622b14dde1d2f5eb2f5,SP,watches_gifts,89.5,5,4.0,18.082
08f5819815f3d06545011850bd70f0a8,SP,health_beauty,452.0,3,4.666666666666667,23.61
091065b789659bc3cd9af9cb3a6253ff,RS,cool_stuff,1359.0,2,3.5,42.685
0936e1837d0c79253456bbb2ffaaef10,SP,garden_tools,38.9,1,5.0,15.56
093805f8f2aeb63881444571e1f48f30,SP,health_beauty,1215.79,22,3.814814814814815,12.738518518518518
094ced053e257ae8cae57205592d6712,SP,health_beauty,960.4,11,3.4545454545454546,29.242727272727276
